consensus_index,share_negative,reaction_score,reaction_composition,totalReactions
0.706074297188755,0.14696285140562249,0.8925778900517262,Mixed,12023
0.97035127296165,0.014824363519174991,0.9848967947642222,Mixed,11959
0.5990325645676773,0.20048371771616136,0.5911441756842776,Mixed,11949
0.9439005027785128,0.028049748610743584,0.9473979520269322,Mixed,11841
0.9465779875563184,0.026711006221840805,0.9676113360323887,Mixed,11834
0.9952706253284288,0.002364687335785602,1.0,Mixed,11570
0.5955749002538991,0.20221254987305043,0.7743305587424024,Mixed,11539
0.9410374424679686,0.029481278766015674,0.9821428571428571,Mixed,11478
0.9998123651374425,0.00009381743127873159,0.9996208862512941,Mixed,11449
0.9950345805993971,0.002482709700301472,0.9532990574121679,Mixed,11448
0.9991176989588848,0.0004411505205576143,0.9876418561447438,Mixed,11419
0.9611514158670723,0.019424292066463844,0.9836407935955447,Mixed,11383
0.928937402539541,0.03553129873022945,0.9969230769230769,Mixed,11259
0.40565160810559586,0.7028258040527979,0.4788265370693801,Mixed,11254
0.9426670890085525,0.02866645549572379,0.8558823529411764,Mixed,11251
0.8998033329883035,0.050098333505848254,0.7470858353938538,Mixed,11230
0.8178324365872406,0.09108378170637971,0.9851875532821824,Mixed,11168
0.5135529798302455,0.7567764899151228,0.3427485750474984,Mixed,11166
0.934125636672326,0.03293718166383701,0.9825,Mixed,11059
0.9275793650793651,0.036210317460317464,0.943250214961307,Mixed,11014
0.15651678998292545,0.5782583949914627,0.4121615675691532,Mixed,11009
0.41779837034670075,0.2911008148266496,0.536986301369863,Mixed,10930
0.599478390461997,0.2002608047690015,0.6277602523659306,Mixed,10929
0.024113475177304965,0.4879432624113475,0.6161106233538192,Mixed,10921
0.9392331166246517,0.03038344168767414,0.9789822185849267,Mixed,10899
0.9858032106585126,0.007098394670743693,0.9194985153414714,Mixed,10782
0.9387052341597796,0.030647382920110194,0.9765454545454545,Mixed,10721
0.981415579280348,0.009292210359826018,0.9948398193936788,Mixed,10708
0.03705254343730375,0.4814737282813481,0.537758346581876,Mixed,10682
0.18032464338416135,0.40983767830791934,0.7180281690140845,Mixed,10625
0.5455352738036507,0.22723236309817466,0.7930082796688133,Mixed,10609
0.9671421544515494,0.016428922774225283,0.9999240352476451,Mixed,10557
0.9478980322003577,0.02605098389982111,0.9796014067995311,Mixed,10536
0.7984172345570455,0.10079138272147725,0.8138165007642695,Mixed,10491
0.8894529046813311,0.05527354765933446,0.8176470588235294,Mixed,10422
0.7612068965517241,0.11939655172413793,0.8978521478521478,Mixed,10394
0.3910570700137282,0.30447146499313593,0.6248730567924381,Mixed,10363
0.004457652303120356,0.49777117384843983,0.655099122773119,Mixed,10344
0.9930923892932034,0.003453805353398298,0.933663638865951,Mixed,10344
0.9388118107435076,0.030594094628246176,0.9726265479035412,Mixed,10235
0.5284719377304383,0.7642359688652192,0.33076499724821135,Mixed,10218
0.4496155402670983,0.2751922298664508,0.5491721854304635,Mixed,10177
0.7238149628783552,0.13809251856082239,0.8362284142427793,Mixed,10151
0.76171875,0.119140625,0.8881295874462162,Mixed,10101
0.9444444444444444,0.027777777777777776,0.9866141732283464,Mixed,10083
0.8215847828298241,0.08920760858508799,0.8616279069767442,Mixed,10063
0.9508413064995052,0.024579346750247442,0.9685114503816794,Mixed,10053
0.8731657260133402,0.06341713699332992,0.9983383833447366,Mixed,10051
0.39704301075268816,0.3014784946236559,0.7916102841677943,Mixed,10034
0.9551259100131281,0.022437044993435972,0.9839706892603618,Mixed,10019
0.11800610376398779,0.559003051881994,0.614938080495356,Mixed,10000
0.07855582145458329,0.5392779107272917,0.5356566327984047,Mixed,10000
0.6530051642676629,0.17349741786616854,0.8524760176302826,Mixed,10000
0.5506152414434908,0.7753076207217454,0.372849713295106,Mixed,10000
0.974663018141279,0.012668490929360494,0.9624875373878365,Mixed,10000
0.9780040733197556,0.010997963340122199,1.0,Mixed,10000
0.984375,0.0078125,0.9923835125448028,Mixed,10000
0.1781701444622793,0.5890850722311396,0.5581395348837209,Mixed,10000
0.8081574093051855,0.09592129534740726,0.8571032954860149,Mixed,10000
0.967793452222518,0.016103273888741016,0.9638467100506146,Mixed,10000
0.9920609376676323,0.003969531166183886,0.9889583610482905,Mixed,10000
0.8845834814551488,0.05770825927242564,0.9589296826384568,Mixed,10000
0.9696061201281919,0.015196939935904062,0.9613180515759312,Mixed,10000
0.9408081957882755,0.029595902105862264,0.8355815729193179,Mixed,10000
0.7714053284523084,0.11429733577384583,0.9513171759747102,Mixed,10000
0.9405413863245189,0.029729306837740572,0.9783624949913183,Mixed,9941
0.9123832974248487,0.04380835128757567,0.9913885898815931,Mixed,9929
0.008561462847479126,0.4957192685762604,0.6663188212213549,Mixed,9900
0.9652731401095231,0.01736342994523841,0.9827586206896551,Mixed,9765
0.6025701300736561,0.1987149349631719,0.8461352155560169,Mixed,9728
0.2572084715488645,0.6286042357744323,0.5719398711524696,Mixed,9723
0.9981265611990008,0.0009367194004995837,0.989734723647955,Mixed,9721
0.9523162445954293,0.023841877702285363,0.9515135279935708,Mixed,9713
0.798005249343832,0.10099737532808399,0.9180982820615262,Mixed,9699
0.9828186672858138,0.008590666357093104,0.9833333333333333,Mixed,9643
0.9538410079161557,0.023079496041922175,0.9252336448598131,Mixed,9635
0.9638741134751773,0.018062943262411348,0.9829952267303103,Mixed,9605
0.9638260097647581,0.01808699511762095,1.0,Mixed,9599
0.21365056476808458,0.3931747176159577,0.6366389099167298,Mixed,9594
0.813856529736358,0.09307173513182097,0.9490767735665695,Mixed,9592
0.955857763905919,0.022071118047040462,0.996031746031746,Mixed,9582
0.2582370560547711,0.37088147197261445,0.674749102629844,Mixed,9531
0.8762088974854932,0.061895551257253385,0.9680573663624511,Mixed,9527
0.9516919486581097,0.024154025670945156,0.9852941176470589,Mixed,9514
0.6947185142193848,0.1526407428903076,0.9471034330847415,Mixed,9492
0.7452937820878494,0.1273531089560753,0.8447971781305115,Mixed,9492
0.9984420209214333,0.0007789895392833296,1.0,Mixed,9466
0.8717825739408473,0.06410871302957634,0.9280602171767028,Mixed,9431
0.9472378216011492,0.02638108919942536,0.7230769230769231,Mixed,9404
0.8291734604289477,0.08541326978552614,0.8830214671105499,Mixed,9349
0.9285188998382115,0.03574055008089425,0.9691316146540027,Mixed,9336
0.3118632928031548,0.6559316464015774,0.4225447230404483,Mixed,9316
0.9969036560676432,0.0015481719661783971,0.9983993448481239,Mixed,9288
0.9125640015754234,0.043717999212288305,0.9677184023344885,Mixed,9237
0.9330450104116611,0.03347749479416947,0.9985113005819461,Mixed,9202
0.9984285553934223,0.0007857223032888091,0.9844018246922058,Mixed,9172
0.45604395604395603,0.27197802197802196,0.6062176165803109,Mixed,9128
0.9165361378384426,0.041731931080778696,0.9521943573667712,Mixed,9034
0.7708029197080292,0.1145985401459854,0.8944832570464948,Mixed,9010
0.9835002946375958,0.008249852681202121,0.9950201110898296,Mixed,8988
0.05686320205080401,0.471568398974598,0.478719723183391,Mixed,8982
0.9927272727272727,0.0036363636363636364,0.98989898989899,Mixed,8942
0.9216885007278021,0.03915574963609898,0.9625516240651858,Mixed,8923
0.5869597726932855,0.20652011365335726,0.902424333684686,Mixed,8920
0.9708908406524467,0.014554579673776663,0.9777244359097456,Mixed,8849
0.652672908486862,0.173663545756569,0.8375029864500495,Mixed,8830
0.901392259547835,0.04930387022608251,0.9274193548387096,Mixed,8802
0.9827673593512417,0.008616320324379118,0.9953488372093023,Mixed,8781
0.8818100625186067,0.059094968740696634,0.7946943483275664,Mixed,8778
0.9742489270386266,0.012875536480686695,0.9921228197090266,Mixed,8771
0.8865062761506276,0.05674686192468619,1.0,Mixed,8762
0.7947154471544715,0.10264227642276423,0.8845595353339787,Mixed,8761
0.883926318445622,0.058036840777189,0.8010610079575596,Mixed,8751
0.4963205233033524,0.2518397383483238,0.6500174641983933,Mixed,8724
0.859958932238193,0.07002053388090348,0.977511961722488,Mixed,8662
0.3995067817509248,0.3002466091245376,0.8122786304604487,Mixed,8656
0.9372738238841978,0.031363088057901084,0.9142199194012666,Mixed,8643
0.7269279393173198,0.13653603034134007,0.8395255147717099,Mixed,8607
0.808355243938066,0.09582237803096699,0.5378858079692066,Mixed,8600
0.8776049310243617,0.06119753448781919,0.8920308483290489,Mixed,8597
0.668806161745828,0.16559691912708602,0.8648409893992933,Mixed,8570
0.3144077377213918,0.3427961311393041,0.7154313801578063,Mixed,8476
0.999156355455568,0.000421822272215973,0.9727749281325743,Mixed,8476
0.7846556233653008,0.1076721883173496,0.8910669975186104,Mixed,8449
0.6130035775392751,0.19349821123036243,0.7400648824006488,Mixed,8445
0.9623376623376624,0.01883116883116883,0.990966459197787,Mixed,8419
0.9176987614862165,0.04115061925689173,0.9525258673158856,Mixed,8417
0.9265723743605176,0.0367138128197412,0.9527683022828654,Mixed,8404
0.9632881085395052,0.018355945730247406,0.9746998284734134,Mixed,8328
0.985756517065305,0.007121741467347487,0.981660294212948,Mixed,8251
0.9699026261434052,0.015048686928297432,0.967834772304046,Mixed,8223
0.6245794227023198,0.1877102886488401,0.8214087631724903,Mixed,8195
0.8620931046552328,0.06895344767238362,0.7658862876254181,Mixed,8189
0.876277421992097,0.06186128900395149,0.8497712073213657,Mixed,8094
0.6228783340464984,0.18856083297675083,0.837448950517618,Mixed,8068
0.9276827371695179,0.03615863141524106,0.8888888888888888,Mixed,8025
0.9597200887523468,0.020139955623826592,0.9790343074968234,Mixed,8016
0.9676172063798937,0.016191396810053167,0.9673580014140938,Mixed,8009
0.5873846577606391,0.20630767111968049,0.7943044827835126,Mixed,7987
0.9504364967614757,0.02478175161926218,0.9787234042553191,Mixed,7881
0.954328897650731,0.022835551174634466,0.9891036386944089,Mixed,7849
0.6863714122790344,0.1568142938604828,0.8875680580762251,Mixed,7847
0.7894901470128245,0.10525492649358774,0.905982905982906,Mixed,7835
0.32332632842990094,0.33833683578504953,0.8210526315789474,Mixed,7823
0.21748604112760453,0.39125697943619775,0.531351263771873,Mixed,7801
0.11369338439191866,0.44315330780404066,0.5816013012832099,Mixed,7740
0.536,0.232,0.795440414507772,Mixed,7716
0.8433718920356336,0.07831405398218322,0.9615210794757569,Mixed,7683
0.9361611576110086,0.03191942119449567,0.991166077738516,Mixed,7651
0.9454638998456526,0.027268050077173728,0.9894875164257556,Mixed,7640
0.6062608695652174,0.1968695652173913,0.9683640303358613,Mixed,7637
0.1620021528525296,0.4189989235737352,0.5027812113720643,Mixed,7636
0.9013578274760383,0.04932108626198083,0.9594313453536755,Mixed,7632
0.916952380952381,0.041523809523809525,0.9835456055691797,Mixed,7604
0.9209057566576304,0.03954712167118482,0.9826103758091006,Mixed,7597
0.4213081976578121,0.289345901171094,0.7076998528690535,Mixed,7552
0.3958600999286224,0.6979300499643112,0.39359408684939945,Mixed,7543
0.8641315111903347,0.06793424440483264,0.9659574468085106,Mixed,7542
0.9824780976220275,0.008760951188986232,1.0,Mixed,7531
0.9471683009805884,0.026415849509705824,0.9711340206185567,Mixed,7480
0.9997288135593221,0.00013559322033898305,0.9996382105336394,Mixed,7466
0.9664145234493192,0.016792738275340394,0.9333333333333333,Mixed,7451
0.9488292758567219,0.025585362071639015,0.9708980044345898,Mixed,7418
0.9464915091316886,0.026754245434155718,0.9748554913294798,Mixed,7417
0.9063967136150235,0.046801643192488265,0.9803063457330415,Mixed,7407
0.9626510435737825,0.01867447821310875,1.0,Mixed,7405
0.5374819102749638,0.23125904486251808,0.5987361769352291,Mixed,7324
0.9440453686200379,0.027977315689981096,0.976245924545878,Mixed,7321
0.9510905485789821,0.024454725710508923,0.9340243319733892,Mixed,7309
0.539543057996485,0.23022847100175747,0.758232127206711,Mixed,7306
0.9996235648409562,0.00018821757952192734,0.9626859255438054,Mixed,7231
0.952495586583213,0.023752206708393515,0.9608091024020228,Mixed,7224
0.9965748537177108,0.0017125731411445698,0.9924305935240872,Mixed,7205
0.032267838206332375,0.4838660808968338,0.5346085887685335,Mixed,7192
0.6586531702516519,0.17067341487417403,0.7088901801278327,Mixed,7166
0.18272519954389965,0.4086374002280502,0.6101525821596244,Mixed,7162
0.9159611163374098,0.04201944183129508,0.9785102517518817,Mixed,7161
0.9985889657118668,0.0007055171440666008,0.9258933618036802,Mixed,7123
0.8305084745762712,0.0847457627118644,0.9629237288135594,Mixed,7103
0.9976994967649173,0.0011502516175413372,0.9890200952972861,Mixed,7097
0.9821664464993395,0.00891677675033025,0.9854093223658441,Mixed,7095
0.9528521536670547,0.02357392316647264,0.9677504859515815,Mixed,7068
0.949936628643853,0.025031685678073512,0.9204239933248864,Mixed,7058
0.9566371681415929,0.02168141592920354,0.9803662761920475,Mixed,7049
0.8439901406408583,0.07800492967957083,0.9022511848341233,Mixed,7004
0.45290423861852436,0.2735478806907378,0.7087378640776699,Mixed,6990
0.40901152637093957,0.2954942368145302,0.8019858156028369,Mixed,6972
0.9955693398316349,0.002215330084182543,0.9917149958574979,Mixed,6910
0.2626168224299065,0.6313084112149533,0.5415778251599147,Mixed,6886
0.7642201834862385,0.11788990825688074,0.8748528834837191,Mixed,6883
0.9454094292803971,0.02729528535980149,0.9694406077348067,Mixed,6868
0.9496080627099664,0.025195968645016796,0.9940764674205708,Mixed,6859
0.9017211274632078,0.049139436268396106,1.0,Mixed,6856
0.9508315256688359,0.024584237165582067,0.9020310633213859,Mixed,6847
0.9065074135090609,0.04674629324546952,0.995224344735673,Mixed,6800
0.9655172413793104,0.017241379310344827,0.9826365700547616,Mixed,6729
0.9992551210428305,0.00037243947858472997,0.9929154335933997,Mixed,6716
0.9984898822108125,0.0007550588945937784,0.9987901451825781,Mixed,6689
0.6409032494951349,0.17954837525243253,0.8919765166340509,Mixed,6658
0.04970989493492238,0.4751450525325388,0.5738575982996812,Mixed,6657
0.24628930817610062,0.3768553459119497,0.7111650485436893,Mixed,6636
0.8981877418041132,0.05090612909794339,0.71875,Mixed,6622
0.4006713457430577,0.2996643271284712,0.8888888888888888,Mixed,6617
0.77460024600246,0.11269987699876999,0.9353817703332267,Mixed,6567
0.07493379031001714,0.46253310484499144,0.47375048851448176,Mixed,6514
0.9433681073025335,0.028315946348733235,0.8217000691085004,Mixed,6514
0.454375,0.7271875,0.4258890548089154,Mixed,6492
0.8819011041766682,0.059049447911665866,0.8419243986254296,Mixed,6472
0.7147021315357989,0.14264893423210057,0.875,Mixed,6460
0.9264776549735704,0.0367611725132148,0.9670492410218438,Mixed,6456
0.9152941176470588,0.042352941176470586,0.9696625567813109,Mixed,6455
0.9497939303109779,0.02510303484451105,0.975398378529494,Mixed,6454
0.9693812460131831,0.015309376993408463,0.9852586437952292,Mixed,6450
0.5127180996426319,0.24364095017868403,0.7038917089678511,Mixed,6426
0.4601287766220901,0.2699356116889549,0.7804718217562254,Mixed,6415
0.2589792060491493,0.3705103969754253,0.5620915032679739,Mixed,6411
0.9941910131556467,0.0029044934221766614,0.9815170627793325,Mixed,6399
0.9592827792304819,0.020358610384759057,0.9919678714859438,Mixed,6381
0.9054988475469213,0.047250576226539345,0.9349295774647888,Mixed,6361
0.8713506576836701,0.0643246711581649,0.9674371274894606,Mixed,6349
0.7497949138638228,0.1251025430680886,0.8693508627773213,Mixed,6327
0.9760416666666667,0.011979166666666667,0.9779009900990099,Mixed,6302
0.8467069782644223,0.07664651086778886,0.9985775248933144,Mixed,6291
0.9420350291909925,0.028982485404503752,0.9788610190881842,Mixed,6282
0.994041285379868,0.0029793573100659713,0.9724824933425387,Mixed,6245
0.488296488946684,0.255851755526658,0.8296089385474861,Mixed,6245
0.7314893617021276,0.13425531914893618,0.8783666377063423,Mixed,6231
0.9759444350330341,0.012027782483482975,0.9917208979937618,Mixed,6230
0.9792869269949066,0.01035653650254669,0.9850786760716224,Mixed,6223
0.8791189427312776,0.06044052863436123,0.7582938388625592,Mixed,6215
0.7756883814640698,0.11215580926796508,0.9523573200992556,Mixed,6192
0.8892797630068506,0.05536011849657471,0.8830595622696455,Mixed,6148
0.4271134546691614,0.7135567273345808,0.3028233914209115,Mixed,6145
0.21538177112220375,0.6076908855611018,0.315203955500618,Mixed,6075
0.9886558954967343,0.005672052251632863,0.875,Mixed,6056
0.3209302325581395,0.3395348837209302,0.4956482320942883,Mixed,6053
0.9019339714788045,0.04903301426059777,0.9058794768365726,Mixed,6044
0.9732252950502026,0.013387352474898714,0.9750191357595157,Mixed,6033
0.9340482573726542,0.032975871313672925,0.9108835072269551,Mixed,6027
0.9856972586412396,0.007151370679380214,1.0,Mixed,6024
0.9187782020131898,0.040610898993405066,0.9507084414288565,Mixed,5969
0.791550279329609,0.10422486033519553,0.9090909090909091,Mixed,5956
0.9253065774804905,0.037346711259754736,0.0,Mixed,5951
0.941600155732918,0.029199922133540977,1.0,Mixed,5947
0.970560834730762,0.014719582634618967,1.0,Mixed,5947
0.9326668026933279,0.03366659865333605,0.9555061179087876,Mixed,5936
0.9333099333099333,0.033345033345033345,0.9540229885057471,Mixed,5935
0.9032328053807768,0.04838359730961163,0.8816155988857939,Mixed,5913
0.9967555875991349,0.0016222062004325882,0.9984182007875341,Mixed,5879
0.9520410031118434,0.023979498444078345,0.9846796657381616,Mixed,5873
0.9781897491821155,0.010905125408942203,0.9896262967129109,Mixed,5871
0.8313106796116505,0.08434466019417476,0.8924731182795699,Mixed,5866
0.9696106362773029,0.015194681861348529,0.9755715032555486,Mixed,5860
0.9792147806004619,0.010392609699769052,1.0,Mixed,5826
0.5032234957020058,0.24838825214899712,0.885681731864793,Mixed,5818
0.057730832270988894,0.5288654161354944,0.48770491803278687,Mixed,5805
0.5434857339291853,0.22825713303540734,0.9895287958115183,Mixed,5739
0.9167321288295365,0.041633935585231735,0.8269230769230769,Mixed,5697
0.8118234804329725,0.09408825978351373,0.9477858559153999,Mixed,5697
0.8575462817696894,0.07122685911515532,0.4930555555555556,Mixed,5697
0.24089994512529725,0.3795500274373514,0.6885529656127395,Mixed,5696
0.8678616090037515,0.06606919549812422,0.9724904887328065,Mixed,5688
