model,term,estimate,std.error,statistic,p.value,conf.low,conf.high
A3,Education,0.11124567978109115,0.041101545821888005,2.706605738459816,0.006797493146649017,0.030688130261267946,0.19180322930091437
A3,Health,-0.10184300345534446,0.047721660817693766,-2.134104339838569,0.0328342407196617,-0.19537573994046048,-0.008310266970228436
A3,Security,0.08032903110382383,0.0518261484959905,1.5499710751231772,0.12114845865087327,-0.021248353405742215,0.18190641561338988
A3,Culture,-0.10285171581816524,0.05602312209817481,-1.8358797576102255,0.06637544210150229,-0.21265501743207788,0.006951585795747395
A3,Religion,-0.013391413012736421,0.04115579021481969,-0.3253834501254295,0.7448908795189407,-0.09405527958906895,0.06727245356359612
A3,Disinformation,-0.08377788862905736,0.047816980453836186,-1.7520530956558165,0.07976467847089937,-0.17749744816803198,0.00994167090991728
A3,Election,-0.023145061771706898,0.05050827285157661,-0.4582429860494513,0.6467778801324494,-0.1221394574821192,0.0758493339387054
A3,Politics,0.09927682927935004,0.056669205361624925,1.7518655616543728,0.07979692750446256,-0.011792772261938922,0.210346430820639
A3,Corruption,0.008522980552738745,0.0533437229395218,0.15977476042310798,0.8730585068990255,-0.09602879521000705,0.11307475631548454
A4,(Intercept),1.6311983274157966,0.05485627659245711,29.735855744173694,2.6423718142271728e-194,1.5236820009686132,1.73871465386298
A4,rph_link,0.2059849191568926,0.05107927162567209,4.032651848805259,5.5150955531797965e-5,0.10587138641403662,0.3060984518997486
A4,rph_user,0.08416806235546423,0.0290846410537672,2.8939006742379005,0.0038048850062069833,0.02716321338680544,0.14117291132412302
A4,rph_delta,-0.15788996412009873,0.019874003069287036,-7.944547636912633,1.949007180742264e-15,-0.19684229436453982,-0.11893763387565766
A4,toxicity,-0.13585067569193093,0.02386743273546712,-5.691884719970581,1.2564467690559238e-8,-0.18262998425687876,-0.08907136712698309
A4,log_total_reactions,-0.14198370891766293,0.0228778174072586,-6.206173709237438,5.42901677460826e-10,-0.1868234070807733,-0.09714401075455256
A4,log_author_links,-0.07464343953384643,0.028691890162207793,-2.60155183614096,0.009280303912078057,-0.1308785109001528,-0.01840836816754008
A4,Economy,0.13379628873847213,0.06751203775138406,1.9818138097265354,0.04750008327597584,0.0014751262228508977,0.26611745125409336
A4,Education,0.13543969751591384,0.07016468158260948,1.9303115821376855,0.053568242822695795,-0.002080551372721562,0.27295994640454924
A4,Health,-0.17085146698429618,0.08421544204502389,-2.028742744032078,0.04248449978141097,-0.3359107003346632,-0.005792233633929195
A4,Security,0.06362645479202493,0.08895184814465967,0.7152909817967039,0.4744292598748372,-0.11071596392978401,0.2379688735138339
A4,Culture,-0.06225893140370846,0.09613106664222212,-0.647646318493708,0.5172137319246454,-0.25067235981788355,0.12615449701046666
A4,Religion,-0.05548642979353379,0.07355971136258077,-0.7543046154713338,0.4506663315349073,-0.19966081477735387,0.08868795519028627
A4,Disinformation,-0.2249544237923764,0.07992236603318852,-2.8146617143311543,0.0048828603572301805,-0.3815993827766532,-0.0683094648080996
A4,Election,0.15668204702340643,0.08453433705038069,1.8534722396891483,0.06381470148800486,-0.009002209052309584,0.32236630309912245
A4,Politics,-0.01268731132630763,0.09557223080455035,-0.13275102212748147,0.8943902900961238,-0.20000544162537578,0.17463081897276053
A4,Corruption,0.08087816080694168,0.08986448440487228,0.9000013892313238,0.3681195113860532,-0.0952529921158693,0.25700931372975266
A5,(Intercept),1.5650075345076289,0.037113179036353576,42.16851197184301,0,1.492267040244589,1.6377480287706687
A5,rph_link,0.10798499258409625,0.03276139089368341,3.296105251896261,9.803527935408833e-4,0.043773846349038276,0.17219613881915422
A5,rph_user,0.07942358716574936,0.02899717852762038,2.739010869284984,0.006162433607208583,0.02259016159833524,0.13625701273316349
A5,rph_delta,-0.18916668435184542,0.01950721588171575,-9.697267180456677,3.0968206620542894e-22,-0.22740012491865602,-0.1509332437850348
A5,toxicity,-0.1660738012224807,0.024779719438230693,-6.702004905118433,2.055791345167961e-11,-0.21464115886841995,-0.11750644357654144
A5,reaction_score,0.9561689127080644,0.03263979237916122,29.29457704879666,1.2159426128966202e-188,0.8921960951820435,1.0201417302340852
A5,log_total_reactions,-0.11615993165965817,0.02320437717262203,-5.005949127421998,5.558743795724102e-7,-0.1616396752016807,-0.07068018811763563
A5,log_author_links,-0.1623527502822047,0.03427743539091964,-4.736432245605318,2.1751341413593116e-6,-0.2295352891308058,-0.09517021143360359
A5,Economy,0.028357223473290588,0.04156340499334204,0.682264205202463,0.49507190262324857,-0.05310555338851203,0.1098200003350932
A5,Education,0.11977111399847029,0.042388542890476257,2.82555393111614,0.004719894174904056,0.036691096576005486,0.20285113142093508
A5,Health,-0.10550201846573849,0.049011108353785075,-2.1526144176168316,0.03134899449136056,-0.2015620256815474,-0.009442011249929591
A5,Security,0.08034947854388826,0.052868490322803205,1.519798996591207,0.12856150139630287,-0.023270858405810377,0.18396981549358687
A5,Culture,-0.1092944388310954,0.0571276654564073,-1.9131613021101879,0.05572740588752521,-0.22126260564650663,0.002673727984315838
A5,Religion,2.959524479643011e-4,0.04205494189136474,0.007037281105483346,0.9943851084006273,-0.08213021903103535,0.08272212392696396
A5,Disinformation,-0.10862726311997417,0.04910256496331286,-2.212252317188224,0.026949235775828247,-0.20486652199660568,-0.01238800424334266
A5,Election,-0.0066844595504103165,0.05185067959739887,-0.1289174915799107,0.8974229358866301,-0.10830992413523786,0.09494100503441723
A5,Politics,0.09033656416342091,0.058278485420888225,1.5500842808629751,0.12112128840110356,-0.023887168335062603,0.20456029666190442
A5,Corruption,0.03341720473940597,0.05465206000260501,0.6114537080178337,0.5408992558728265,-0.07369886454662183,0.14053327402543378
B1,(Intercept),1.6221279603836356,0.03575894863745698,45.36285383638153,0,1.5520417089292022,1.692214211838069
B1,content_leaning,0.1535892032548704,0.03953603421809076,3.8847903258994956,1.024182389948177e-4,0.07610000009586934,0.23107840641387148
B1,content_extremity,0.06563760360319604,0.035828742819013604,1.8319817676762988,0.06695413701566806,-0.004585441933418699,0.13586064913981077
B1,publisher_leaning,0.11047043020557648,0.029255239913417972,3.7760903869706093,1.5930920081415648e-4,0.05313121361619858,0.1678096467949544
B1,publisher_extremity,0.13493538455843032,0.02848025691837402,4.737856998452034,2.159901359732327e-6,0.07911510672796954,0.1907556623888911
B1,rph_delta,-0.1771914430771816,0.01970705504309836,-8.991269506766619,2.44390962373964e-19,-0.21581656120300283,-0.13856632495136037
B1,toxicity,-0.1441229511177959,0.02440915024581538,-5.904464090981777,3.5379491955476287e-9,-0.19196400649282105,-0.09628189574277077
B1,reaction_score,0.9571851124322103,0.031708372003909524,30.18714150049056,3.4936981683122634e-200,0.8950378452961495,1.0193323795682712
B1,Economy,0.03241048169363348,0.040582102193222086,0.7986397929638696,0.42449930683721593,-0.047128977022005726,0.1119499404092727
B1,Education,0.1213895150124143,0.041089668622194715,2.9542587974741017,0.003134210502882472,0.04085524437622713,0.20192378564860147
B1,Health,-0.10121063688713312,0.04773214530674099,-2.1203873456079423,0.0339733929918357,-0.194763922593178,-0.007657351181088234
B1,Security,0.07192926673326351,0.05167260251903637,1.3920194305437688,0.163916514116565,-0.029347173191501416,0.17320570665802842
B1,Culture,-0.09246530000008968,0.055953271248109275,-1.6525450244022004,0.09842349457774113,-0.20213169646358436,0.017201096463404994
B1,Religion,-0.02130920380685288,0.041065689956333876,-0.5189052912421893,0.6038267877612582,-0.10179647712155548,0.059178069507849734
B1,Disinformation,-0.09441579472973036,0.0478617944940562,-1.9726756116813704,0.04853253228977269,-0.18822318817353795,-6.084012859227661e-4
B1,Election,-0.0037927799869685672,0.05042267671994176,-0.0752197271881156,0.940039888791263,-0.10261941036216063,0.09503385038822348
B1,Politics,0.08870772752699452,0.05692831262401028,1.5582356728694051,0.11917739151960756,-0.022869714916702505,0.20028516997069154
B1,Corruption,0.00842497185210131,0.05321836360254229,0.15830948721051694,0.8742129327017985,-0.09588110412503884,0.11273104782924145
B2,(Intercept),1.5157933493514644,0.06975782190737728,21.729367516148905,1.0828327261546592e-104,1.3790705307730458,1.652516167929883
B2,content_sideLeft,-0.04679841018564865,0.06212249876237392,-0.7533246588270416,0.4512548443525512,-0.16855627038953558,0.07495945001823828
B2,content_sideRight,0.2437247460964598,0.08400517317835905,2.9013063942977126,0.003716103320246164,0.07907763215182595,0.40837186004109366
B2,publisher_sideLeft,0.07399597785660021,0.07191382827827963,1.028953396421387,0.3035015749261477,-0.06695253555922594,0.21494449127242637
B2,publisher_sideRight,0.30829110587773995,0.07886774886456938,3.9089629197751443,9.269318869187823e-5,0.15371315856143428,0.4628690531940456
B2,rph_delta,-0.16303423173579512,0.01925977988364281,-8.465010125804133,2.5613043853997803e-17,-0.20078270665790404,-0.1252857568136862
B2,toxicity,-0.14607994050591386,0.024479814354408706,-5.9673630849902874,2.411184625621777e-9,-0.19405949498878156,-0.09810038602304616
B2,reaction_score,0.9615914473776116,0.03184212929759047,30.198716875707692,2.462270259800788e-200,0.8991820207632666,1.0240008739919566
B2,Economy,0.03874489598924043,0.04068636928536213,0.9522819723110513,0.3409539980866708,-0.04099892247176598,0.11848871445024683
B2,Education,0.11540117310122065,0.04107347026008774,2.8096280243785308,0.004959878817790353,0.0348986506713717,0.19590369553106962
B2,Health,-0.10066802067808572,0.047826219094163555,-2.1048709804946863,0.035302540384328354,-0.1944056876193681,-0.006930353736803327
B2,Security,0.06882208836158187,0.05180957275021707,1.3283662595209014,0.18405714017931202,-0.03272280828325136,0.1703669850064151
B2,Culture,-0.0930092437577829,0.05606129081200773,-1.659063542965395,0.09710298863397707,-0.20288735467614427,0.016868867160578477
B2,Religion,-0.019754269159906624,0.04116218098409815,-0.47991308253413806,0.6312891982944464,-0.10043066141385845,0.06092212309404521
B2,Disinformation,-0.0970094908425158,0.04835111343121395,-2.006354848074492,0.0448184020284868,-0.191775931780106,-0.0022430499049256036
B2,Election,-0.004952991198240419,0.05031963074974719,-0.09843059506682296,0.9215903812826961,-0.10357765518309912,0.0936716727866183
B2,Politics,0.09452260309646701,0.05676674968446165,1.665105076860513,0.0958917940439314,-0.01673818180447828,0.2057833879974123
B2,Corruption,0.003606331393446511,0.053313349975097186,0.0676440590420793,0.9460689816548357,-0.10088591445292333,0.10809857723981636
C,(Intercept),1.5357158407191307,0.03657404992369042,41.98922033308617,0,1.4640320200999275,1.607399661338334
C,content_leaning,0.15819376290427412,0.03957392129602773,3.997424508956937,6.403540308487388e-5,0.08063030243703713,0.23575722337151112
C,content_extremity,0.07241771783048205,0.03593862844214659,2.0150384410762614,0.04390062142160761,0.0019793004301079248,0.14285613523085616
C,publisher_leaning,0.09912491078528678,0.02867248240503039,3.4571443583097636,5.459323128791469e-4,0.04292787792406883,0.15532194364650473
C,publisher_extremity,0.11369155557542901,0.027856531657577253,4.081324874645827,4.477971158260339e-5,0.05909375679237775,0.16828935435848028
C,rph_delta,-0.17295693220211142,0.01958836095108337,-8.829576534454544,1.0507276801244452e-18,-0.21134941418240558,-0.13456445022181726
C,toxicity,-0.14871987848071339,0.02405371018801427,-6.1828249080185165,6.296453978446318e-10,-0.1958642841437855,-0.10157547281764126
C,reaction_score,0.9508088621231372,0.03183525564501966,29.866537675248185,5.354802755049331e-196,0.8884129076202733,1.0132048166260013
C,log_total_reactions,-0.11514866383801121,0.022282959497171167,-5.167565998252135,2.3716223263641012e-7,-0.15882246192143146,-0.07147486575459099
C,log_author_links,-0.07115597379660549,0.02779329397327165,-2.5601849807739594,0.010461646167156698,-0.12562982899595204,-0.016682118597258926
C,Economy,0.03442792077076176,0.04066827285075359,0.8465547798675155,0.3972433280602363,-0.04528042933016334,0.11413627087168686
C,Education,0.11279370485585412,0.041165347577839774,2.7400158505299124,0.006143622145393038,0.032111106192215036,0.1934763035194932
C,Health,-0.09623859045704079,0.04780700251531379,-2.013064726787946,0.044107820429906824,-0.18993859359587156,-0.002538587318210009
C,Security,0.07902643662657009,0.05185908106287268,1.523868819248077,0.12754148392163553,-0.022615494528003488,0.18066836778114367
C,Culture,-0.09301638936184191,0.056157618268608565,-1.6563449845207725,0.09765197549453732,-0.20308329862586327,0.017050519902179442
C,Religion,-0.01822342604415164,0.04119013089352432,-0.44242214454862594,0.6581837574501158,-0.09895459911394994,0.06250774702564665
C,Disinformation,-0.10050072567578469,0.04796988409818158,-2.09507960182031,0.03616391689816826,-0.1945199708507812,-0.006481480500788173
C,Election,-0.010775245259557273,0.050593627123476086,-0.21297633461344426,0.8313454214629978,-0.10993693226881919,0.08838644174970466
C,Politics,0.08526552877986707,0.05694365026638761,1.4973667543437612,0.13429785392401972,-0.026341974890497277,0.1968730324502314
C,Corruption,0.01748915617456147,0.053358100750218684,0.3277694657167833,0.7430859758846072,-0.08709079957932676,0.1220691119284497
